Sigla;Código;Município;Renda familiar - per capita - média (1991);Alfabetizados - pessoas 15 anos e mais (1991);
SP;3507605;Bragança Paulista;1,82;88,103;
SP;3507704;Braúna;0,96;82,765;
SP;3507753;Brejo Alegre;;74,212;
SP;3507803;Brodowski;1,58;87,909;
SP;3507902;Brotas;1,32;84,595;
SP;3508009;Buri;0,84;81,917;
SP;3508108;Buritama;1,09;81,007;
SP;3508207;Buritizal;1,07;88,5;
SP;3508306;Cabrália Paulista;1,08;84,256;
SP;3508405;Cabreúva;1,63;84,715;
SP;3508504;Caçapava;1,67;90,382;
SP;3508603;Cachoeira Paulista;1,26;89,13;
SP;3508702;Caconde;0,92;81,736;
SP;3508801;Cafelândia;0,96;82,654;
SP;3508900;Caiabu;0,59;76,054;
SP;3509007;Caieiras;1,66;89,944;
SP;3509106;Caiuá;0,6;76,719;
SP;3509205;Cajamar;1,31;85,259;
SP;3509254;Cajati;;77,44;
SP;3509304;Cajobi;1,41;84,385;
SP;3509403;Cajuru;1,34;85,598;
SP;3509452;Campina do Monte Alegre;;82,306;
SP;3509502;Campinas;2,91;92,429;
SP;3509601;Campo Limpo Paulista;1,52;89,408;
SP;3509700;Campos do Jordão;1,63;87,396;
SP;3509809;Campos Novos Paulista;0,86;81,744;
SP;3509908;Cananéia;0,83;83,385;
SP;3509957;Canas;;85,191;
SP;3510005;Cândido Mota;1,35;82,973;
SP;3510104;Cândido Rodrigues;1,03;82,182;
SP;3510153;Canitar;;72,716;
SP;3510203;Capão Bonito;0,91;81,913;
SP;3510302;Capela do Alto;1,08;85,081;
SP;3510401;Capivari;1,91;87,802;
SP;3510500;Caraguatatuba;1,53;87,771;
SP;3510609;Carapicuíba;1,57;89,698;
SP;3510708;Cardoso;1,18;79,91;
SP;3510807;Casa Branca;1,59;85,048;
SP;3510906;Cássia dos Coqueiros;0,95;82,268;
SP;3511003;Castilho;1,21;79,431;
SP;3511102;Catanduva;1,88;88,273;
SP;3511201;Catiguá;1,13;80,841;
SP;3511300;Cedral;1,22;84,843;
SP;3511409;Cerqueira César;1,47;84,869;
SP;3511508;Cerquilho;2,16;91,344;
SP;3511607;Cesário Lange;1,16;87,295;
SP;3511706;Charqueada;1,39;86,76;
SP;3511904;Clementina;1,1;82,828;
SP;3512001;Colina;1,29;86,439;
SP;3512100;Colômbia;0,99;80,252;
SP;3512209;Conchal;1,31;82,756;
SP;3512308;Conchas;1,57;89,286;
SP;3512407;Cordeirópolis;1,59;90,282;
SP;3512506;Coroados;1,08;82,182;
SP;3512605;Coronel Macedo;0,79;78,473;
SP;3512704;Corumbataí;1,34;85,117;
SP;3512803;Cosmópolis;1,58;88,19;
SP;3512902;Cosmorama;0,97;83,222;
SP;3513009;Cotia;2,19;89,051;
SP;3513108;Cravinhos;1,81;86,665;
SP;3513207;Cristais Paulista;0,9;80,888;
SP;3513306;Cruzália;2,23;84,105;
SP;3513405;Cruzeiro;1,26;92,192;
SP;3513504;Cubatão;1,34;85,934;
SP;3513603;Cunha;0,75;79,777;
SP;3513702;Descalvado;1,8;88,389;
SP;3513801;Diadema;1,6;87,29;
SP;3513850;Dirce Reis;;73,664;
SP;3513900;Divinolândia;1,2;84,316;
SP;3514007;Dobrada;1,31;78,065;
SP;3514106;Dois Córregos;1,54;84,398;
SP;3514205;Dolcinópolis;0,78;77,294;
SP;3514304;Dourado;1,6;83,099;
SP;3514403;Dracena;1,54;85,677;
SP;3514502;Duartina;1,31;82,021;
SP;3514601;Dumont;1,82;85,19;
SP;3514700;Echaporã;1,2;82,831;
SP;3514809;Eldorado;1,08;77,346;
SP;3514908;Elias Fausto;1,24;80,853;
SP;3514924;Elisiário;;77,059;
SP;3514957;Embaúba;;83,043;
SP;3515004;Embu;1,68;86,403;
SP;3515103;Embu-Guaçu;1,36;85,503;
SP;3515129;Emilianópolis;;78,888;
SP;3515152;Engenheiro Coelho;;81,43;
SP;3515186;Espírito Santo do Pinhal;1,62;85,437;
SP;3515194;Espírito Santo do Turvo;;82,266;
SP;3515202;Estrela d'Oeste;1,03;82,566;
SP;3515301;Estrela do Norte;0,61;79,772;
SP;3515350;Euclides da Cunha Paulista;;75,767;
SP;3515400;Fartura;0,95;84,115;
SP;3515509;Fernandópolis;1,64;85,914;
SP;3515608;Fernando Prestes;1,23;81,972;
SP;3515657;Fernão;;79,337;
SP;3515707;Ferraz de Vasconcelos;1,17;87,731;
SP;3515806;Flora Rica;0,93;75,975;
SP;3515905;Floreal;1,13;85,059;
SP;3516002;Flórida Paulista;0,94;79,412;
SP;3516101;Florínia;0,9;78,075;
SP;3516200;Franca;1,91;91,387;
SP;3516309;Francisco Morato;1,19;84,144;
SP;3516408;Franco da Rocha;1,46;84,93;
SP;3516507;Gabriel Monteiro;1,29;82,913;
SP;3516606;Gália;0,82;74,215;
SP;3516705;Garça;1,25;81,649;
SP;3516804;Gastão Vidigal;0,97;79,742;
SP;3516853;Gavião Peixoto;;82,387;
SP;3516903;General Salgado;1,28;82,072;
SP;3517000;Getulina;0,98;81,279;
SP;3517109;Glicério;0,87;82,647;
SP;3517208;Guaiçara;0,94;83,926;
SP;3517307;Guaimbê;1,16;78,981;
SP;3517406;Guaíra;1,42;85,614;
SP;3517505;Guapiaçu;1,22;83,935;
SP;3517604;Guapiara;0,73;78,082;
SP;3517703;Guará;1,15;82,54;
SP;3517802;Guaraçaí;1,33;81,601;
SP;3517901;Guaraci;1,02;82,62;
SP;3518008;Guarani d'Oeste;1,02;78,425;
SP;3518107;Guarantã;0,89;79,29;
SP;3518206;Guararapes;1,42;85,869;
SP;3518305;Guararema;1,27;81,356;
SP;3518404;Guaratinguetá;2,3;92,611;
SP;3518503;Guareí;0,93;82,756;
SP;3518602;Guariba;1,23;78,355;
SP;3518701;Guarujá;1,37;86,449;
SP;3518800;Guarulhos;1,84;89,697;
SP;3518859;Guatapará;;84,658;
SP;3518909;Guzolândia;0,69;73,193;
SP;3519006;Herculândia;1,29;77,927;
SP;3519055;Holambra;;84,747;
SP;3519071;Hortolândia;;87,339;
SP;3519105;Iacanga;1,44;83,446;
SP;3519204;Iacri;0,96;79,85;
SP;3519253;Iaras;;83,06;
SP;3519303;Ibaté;1,13;81,681;
SP;3519402;Ibirá;1,16;83,075;
SP;3519501;Ibirarema;0,94;84,933;
SP;3519600;Ibitinga;1,54;86,555;
SP;3519709;Ibiúna;1,23;79,882;
SP;3519808;Icém;1,4;84,478;
SP;3519907;Iepê;0,82;80,793;
SP;3520004;Igaraçu do Tietê;1,35;82,711;
SP;3520103;Igarapava;1,32;86,373;
SP;3520202;Igaratá;1,08;76,672;
SP;3520301;Iguape;0,96;82,747;
SP;3520400;Ilhabela;1,43;83,395;
SP;3520426;Ilha Comprida;;89,054;
SP;3520442;Ilha Solteira;;92,888;
SP;3520509;Indaiatuba;1,8;89,604;
SP;3520608;Indiana;0,88;84,099;
SP;3520707;Indiaporã;1,09;82,044;
SP;3520806;Inúbia Paulista;0,89;78,31;
SP;3520905;Ipaussu;1,05;83,393;
SP;3521002;Iperó;1,26;87,793;
SP;3521101;Ipeúna;1,18;85,691;
SP;3521150;Ipiguá;;82,972;
SP;3521200;Iporanga;0,57;72,72;
SP;3521309;Ipuã;1,27;83,053;
SP;3521408;Iracemápolis;1,87;90,017;
SP;3521507;Irapuã;0,9;80,125;
SP;3521606;Irapuru;1,15;78,654;
SP;3521705;Itaberá;1,18;82,975;
SP;3521804;Itaí;1,02;81,605;
SP;3521903;Itajobi;1,16;84,566;
SP;3522000;Itaju;0,75;87,513;
SP;3522109;Itanhaém;1,48;87,093;
SP;3522158;Itaóca;;67,692;
SP;3522208;Itapecerica da Serra;1,89;86,636;
SP;3522307;Itapetininga;1,48;89,686;
SP;3522406;Itapeva;1,06;84,553;
SP;3522505;Itapevi;1,02;87,708;
SP;3522604;Itapira;1,61;85,979;
SP;3522653;Itapirapuã Paulista;;71,093;
SP;3522703;Itápolis;1,32;86,017;
SP;3522802;Itaporanga;0,82;78,018;
SP;3522901;Itapuí;1,42;83,931;
SP;3523008;Itapura;0,77;75,081;
SP;3523107;Itaquaquecetuba;1,07;85,465;
SP;3523206;Itararé;0,99;85,248;
SP;3523305;Itariri;1,06;81,338;
SP;3523404;Itatiba;1,87;89,376;
SP;3523503;Itatinga;1,36;78,269;
SP;3523602;Itirapina;1,46;85,525;
SP;3523701;Itirapuã;0,89;78,279;
SP;3523800;Itobi;1,03;85,651;
SP;3523909;Itu;1,8;88,687;
SP;3524006;Itupeva;1,53;83,401;
SP;3524105;Ituverava;1,53;88,038;
SP;3524204;Jaborandi;1,28;80,406;
SP;3524303;Jaboticabal;2,05;88,779;
SP;3524402;Jacareí;1,79;90,79;
SP;3524501;Jaci;0,84;84,253;
SP;3524600;Jacupiranga;0,89;83,271;
SP;3524709;Jaguariúna;2,08;86,807;
SP;3524808;Jales;1,48;86,188;
SP;3524907;Jambeiro;0,94;80,784;
SP;3525003;Jandira;1,25;86,901;
SP;3525102;Jardinópolis;1,55;87,371;
SP;3525201;Jarinu;1,44;83,091;
SP;3525300;Jaú;1,73;88,289;
SP;3525409;Jeriquara;0,86;79,51;
SP;3525508;Joanópolis;1,19;79,364;
SP;3525607;João Ramalho;0,94;78,875;
SP;3525706;José Bonifácio;1,35;83,655;
SP;3525805;Júlio Mesquita;0,78;74,911;
SP;3525854;Jumirim;;89,442;
SP;3525904;Jundiaí;2,33;91,84;
SP;3526001;Junqueirópolis;1,04;80,898;
SP;3526100;Juquiá;0,88;81,943;
SP;3526209;Juquitiba;0,92;73,329;
SP;3526308;Lagoinha;0,66;78,33;
SP;3526407;Laranjal Paulista;1,54;88,124;
SP;3526506;Lavínia;1,24;82,045;
SP;3526605;Lavrinhas;1,13;83,886;
SP;3526704;Leme;1,49;86,11;
SP;3526803;Lençóis Paulista;1,7;86,741;
SP;3526902;Limeira;1,66;90,388;
SP;3527009;Lindóia;1,59;84,518;
SP;3527108;Lins;1,81;87,915;
SP;3527207;Lorena;1,61;91,995;
SP;3527256;Lourdes;;80,317;
SP;3527306;Louveira;1,54;86,352;
SP;3527405;Lucélia;1,03;82,169;
SP;3527504;Lucianópolis;0,62;80,193;
SP;3527603;Luís Antônio;1,2;89,554;
SP;3527702;Luiziânia;0,85;74,768;
SP;3527801;Lupércio;0,97;78,332;
SP;3527900;Lutécia;0,86;77,347;
SP;3528007;Macatuba;1,36;82,504;
SP;3528106;Macaubal;1,21;82,692;
SP;3528205;Macedônia;0,78;81,692;
SP;3528304;Magda;1;80,872;
SP;3528403;Mairinque;1,59;87,155;
SP;3528502;Mairiporã;2,32;85,141;
SP;3528601;Manduri;1,37;85,154;
SP;3528700;Marabá Paulista;0,69;74,968;
SP;3528809;Maracaí;1,26;83,926;
SP;3528858;Marapoama;;83,619;
SP;3528908;Mariápolis;1,19;78,849;
SP;3529005;Marília;2;89,259;
SP;3529104;Marinópolis;0,96;76,491;
SP;3529203;Martinópolis;1,29;81,828;
SP;3529302;Matão;1,54;86,811;
SP;3529401;Mauá;1,53;89,594;
SP;3529500;Mendonça;1,47;79,03;
SP;3529609;Meridiano;0,74;78,738;
SP;3529658;Mesópolis;;76,337;
SP;3529708;Miguelópolis;1,18;82,707;
SP;3529807;Mineiros do Tietê;1,33;85,097;
SP;3529906;Miracatu;1,29;78,768;
SP;3530003;Mira Estrela;2,37;79,126;
SP;3530102;Mirandópolis;1,3;83,345;
SP;3530201;Mirante do Paranapanema;0,77;78,306;
SP;3530300;Mirassol;1,56;88,144;
SP;3530409;Mirassolândia;0,87;80,312;
SP;3530508;Mococa;1,35;86,531;
SP;3530607;Moji das Cruzes;1,82;90,519;
SP;3530706;Mogi Guaçu;1,61;89,056;
SP;3530805;Moji-Mirim;1,83;89,403;
SP;3530904;Mombuca;1,63;79,398;
SP;3531001;Monções;0,84;78,482;
SP;3531100;Mongaguá;1,32;87,747;
SP;3531209;Monte Alegre do Sul;1,17;85,596;
SP;3531308;Monte Alto;1,74;86,726;
SP;3531407;Monte Aprazível;1,35;85,264;
SP;3531506;Monte Azul Paulista;1,46;82,393;
SP;3531605;Monte Castelo;0,7;78,707;
SP;3531704;Monteiro Lobato;1,02;72,563;
SP;3531803;Monte Mor;1,3;83,837;
SP;3531902;Morro Agudo;1,48;81,624;
SP;3532009;Morungaba;1,53;85,238;
SP;3532058;Motuca;;76,027;
SP;3532108;Murutinga do Sul;1,1;82,749;
SP;3532157;Nantes;;69,803;
SP;3532207;Narandiba;0,74;79,826;
SP;3532306;Natividade da Serra;0,63;65,357;
SP;3532405;Nazaré Paulista;1,13;72,368;
SP;3532504;Neves Paulista;1,21;81,401;
SP;3532603;Nhandeara;1,55;83,362;
SP;3532702;Nipoã;1,01;81,128;
SP;3532801;Nova Aliança;1,35;85,086;
SP;3532827;Nova Campina;;75,745;
SP;3532843;Nova Canaã Paulista;;76,069;
SP;3532868;Nova Castilho;;80,215;
SP;3532900;Nova Europa;1,67;85,32;
SP;3533007;Nova Granada;1,34;83,744;
SP;3533106;Nova Guataporanga;0,64;77,147;
SP;3533205;Nova Independência;0,73;78,446;
SP;3533254;Novais;;80,171;
SP;3533304;Nova Luzitânia;0,95;82,023;
SP;3533403;Nova Odessa;1,62;90,276;
SP;3533502;Novo Horizonte;1,29;83,153;
SP;3533601;Nuporanga;1,45;86,185;
SP;3533700;Ocauçu;0,8;78,699;
SP;3533809;Óleo;0,85;85,392;
SP;3533908;Olímpia;1,41;86,589;
SP;3534005;Onda Verde;1,12;83,66;
SP;3534104;Oriente;1,04;82,14;
SP;3534203;Orindiúva;1,55;87,512;
SP;3534302;Orlândia;1,76;90,008;
SP;3534401;Osasco;1,99;91,023;
SP;3534500;Oscar Bressane;1;81,983;
SP;3534609;Osvaldo Cruz;1,36;84,788;
SP;3534708;Ourinhos;1,55;88,008;
SP;3534757;Ouroeste;;79,393;
SP;3534807;Ouro Verde;0,79;74,611;
SP;3534906;Pacaembu;1,07;80,923;
SP;3535002;Palestina;1,37;82,61;
SP;3535101;Palmares Paulista;1,41;78,897;
SP;3535200;Palmeira d'Oeste;1,02;81,172;
SP;3535309;Palmital;1,21;83,764;
SP;3535408;Panorama;1,09;82,711;
SP;3535507;Paraguaçu Paulista;1,27;85,422;
SP;3535606;Paraibuna;1,06;78,88;
SP;3535705;Paraíso;1,39;80,945;
SP;3535804;Paranapanema;1,04;81,737;
SP;3535903;Paranapuã;0,81;79,089;
SP;3536000;Parapuã;0,89;80,655;
SP;3536109;Pardinho;1,04;82,538;
SP;3536208;Pariquera-Açu;1,04;85,993;
SP;3536257;Parisi;;78,366;
SP;3536307;Patrocínio Paulista;1,17;85,074;
SP;3536406;Paulicéia;0,85;78,988;
SP;3536505;Paulínia;2,04;90,024;
SP;3536570;Paulistânia;;76,083;
SP;3536604;Paulo de Faria;1,29;82,669;
SP;3536703;Pederneiras;1,65;85,441;
SP;3536802;Pedra Bela;0,76;76,987;
SP;3536901;Pedranópolis;0,91;81,806;
SP;3537008;Pedregulho;1,08;83,075;
SP;3537107;Pedreira;1,89;88,54;
SP;3537156;Pedrinhas Paulista;;89,589;
SP;3537206;Pedro de Toledo;0,95;77,971;
SP;3537305;Penápolis;1,49;87,734;
SP;3537404;Pereira Barreto;1,58;82,505;
SP;3537503;Pereiras;1,33;84,997;
SP;3537602;Peruíbe;1,61;86,466;
SP;3537701;Piacatu;0,8;74,559;
SP;3537800;Piedade;1,07;82,131;
SP;3537909;Pilar do Sul;1,22;80,489;
SP;3538006;Pindamonhangaba;1,48;90,967;
SP;3538105;Pindorama;1,34;80,93;
SP;3538204;Pinhalzinho;1,32;81,032;
SP;3538303;Piquerobi;0,74;79,014;
SP;3538501;Piquete;1,36;90,63;
SP;3538600;Piracaia;1,43;80,67;
SP;3538709;Piracicaba;2,11;92,339;
SP;3538808;Piraju;1,31;85,778;
SP;3538907;Pirajuí;1,1;84,318;
SP;3539004;Pirangi;1,86;85,183;
SP;3539103;Pirapora do Bom Jesus;1,05;81,869;
SP;3539202;Pirapozinho;1,22;82,739;
SP;3539301;Pirassununga;1,99;90,551;
SP;3539400;Piratininga;1,33;85,227;
SP;3539509;Pitangueiras;1,45;80,764;
SP;3539608;Planalto;0,83;83,028;
SP;3539707;Platina;0,7;81,346;
SP;3539806;Poá;1,41;91,26;
SP;3539905;Poloni;1,48;83,771;
SP;3540002;Pompéia;1,14;85,273;
SP;3540101;Pongaí;0,94;84,455;
SP;3540200;Pontal;1,44;81,987;
SP;3540259;Pontalinda;;73,578;
SP;3540309;Pontes Gestal;0,64;81,014;
SP;3540408;Populina;0,97;75,378;
SP;3540507;Porangaba;0,9;83,488;
SP;3540606;Porto Feliz;1,47;88,331;
SP;3540705;Porto Ferreira;1,57;89,511;
SP;3540754;Potim;;88,53;
SP;3540804;Potirendaba;1,22;85,136;
SP;3540853;Pracinha;;71,643;
SP;3540903;Pradópolis;1,53;84,379;
SP;3541000;Praia Grande;1,54;89,718;
SP;3541059;Pratânia;;83,863;
SP;3541109;Presidente Alves;0,83;80,385;
SP;3541208;Presidente Bernardes;1,2;84,694;
SP;3541307;Presidente Epitácio;1,33;83,871;
SP;3541406;Presidente Prudente;2,08;89,799;
SP;3541505;Presidente Venceslau;1,4;86,545;
SP;3541604;Promissão;1,38;86,274;
SP;3541653;Quadra;;82,057;
SP;3541703;Quatá;1,08;82,307;
SP;3541802;Queiroz;0,77;74,668;
SP;3541901;Queluz;0,84;85,816;
SP;3542008;Quintana;1,05;81,277;
SP;3542107;Rafard;1,7;87,889;
SP;3542206;Rancharia;1,12;84,642;
SP;3542305;Redenção da Serra;0,8;78,897;
SP;3542404;Regente Feijó;1,18;82,579;
SP;3542503;Reginópolis;1,04;79,831;
SP;3542602;Registro;1,39;87,589;
SP;3542701;Restinga;0,92;82,125;
SP;3542800;Ribeira;0,55;76,929;
SP;3542909;Ribeirão Bonito;1,4;81,756;
SP;3543006;Ribeirão Branco;0,45;72,843;
SP;3543105;Ribeirão Corrente;0,79;82,653;
SP;3543204;Ribeirão do Sul;0,92;82,669;
SP;3543238;Ribeirão dos Índios;;76,328;
SP;3543253;Ribeirão Grande;;75,742;
SP;3543303;Ribeirão Pires;1,87;91,124;
SP;3543402;Ribeirão Preto;2,62;93,356;
SP;3543501;Riversul;0,62;76,861;
SP;3543600;Rifaina;0,72;83,875;
SP;3543709;Rincão;1,35;83,676;
SP;3543808;Rinópolis;0,78;79,173;
SP;3543907;Rio Claro;1,97;92,255;
SP;3544004;Rio das Pedras;1,66;85,417;
SP;3544103;Rio Grande da Serra;1,16;85,992;
SP;3544202;Riolândia;0,97;77,238;
SP;3544251;Rosana;;87,688;
SP;3544301;Roseira;0,94;88,148;
SP;3544400;Rubiácea;1,46;78,689;
SP;3544509;Rubinéia;1,02;78,897;
SP;3544608;Sabino;0,82;82,566;
SP;3544707;Sagres;0,67;75,927;
SP;3544806;Sales;0,77;79,492;
SP;3544905;Sales Oliveira;1,81;87,286;
SP;3545001;Salesópolis;1,09;79,387;
SP;3545100;Salmourão;0,68;76,322;
SP;3545159;Saltinho;;92,043;
SP;3545209;Salto;1,51;90,132;
SP;3545308;Salto de Pirapora;1,04;80,681;
SP;3545407;Salto Grande;1,01;81,833;
SP;3545506;Sandovalina;0,77;73,274;
SP;3545605;Santa Adélia;1,28;85,751;
SP;3545704;Santa Albertina;1,03;76,553;
SP;3545803;Santa Bárbara d'Oeste;1,51;90,157;
SP;3546009;Santa Branca;1,65;85,39;
SP;3546108;Santa Clara d'Oeste;0,85;76,388;
SP;3546207;Santa Cruz da Conceição;1,96;88,372;
SP;3546256;Santa Cruz da Esperança;;86,038;
SP;3546306;Santa Cruz das Palmeiras;1,37;85,329;
SP;3546405;Santa Cruz do Rio Pardo;1,42;86,592;
SP;3546504;Santa Ernestina;1,33;83,489;
SP;3546603;Santa Fé do Sul;1,39;84,245;
SP;3546702;Santa Gertrudes;1,58;86,981;
SP;3546801;Santa Isabel;1,11;81,88;
SP;3546900;Santa Lúcia;1,55;80,545;
SP;3547007;Santa Maria da Serra;1,11;83,82;
SP;3547106;Santa Mercedes;0,88;77,437;
SP;3547205;Santana da Ponte Pensa;0,58;80,072;
SP;3547304;Santana de Parnaíba;3,37;85,478;
SP;3547403;Santa Rita d'Oeste;0,95;79,91;
SP;3547502;Santa Rita do Passa Quatro;1,5;85,445;
SP;3547601;Santa Rosa de Viterbo;1,51;89,61;
SP;3547650;Santa Salete;;81,315;
SP;3547700;Santo Anastácio;1,14;83,845;
SP;3547809;Santo André;2,46;93,424;
SP;3547908;Santo Antônio da Alegria;0,93;86,609;
SP;3548005;Santo Antônio de Posse;1,61;84,544;
SP;3548054;Santo Antônio do Aracanguá;;79,542;
SP;3548104;Santo Antônio do Jardim;1,15;81,164;
SP;3548203;Santo Antônio do Pinhal;0,96;80,662;
SP;3548302;Santo Expedito;0,87;79,198;
SP;3548401;Santópolis do Aguapeí;0,94;78,654;
SP;3548500;Santos;3,05;94,775;
SP;3548609;São Bento do Sapucaí;1,15;82,416;
SP;3548708;São Bernardo do Campo;2,77;92,935;
SP;3548807;São Caetano do Sul;3,22;94,381;
SP;3548906;São Carlos;2,23;90,804;
SP;3549003;São Francisco;0,75;73,815;
SP;3549102;São João da Boa Vista;1,76;89,426;
SP;3549201;São João das Duas Pontes;0,72;78,197;
SP;3549250;São João de Iracema;;77,22;
SP;3549300;São João do Pau d'Alho;0,72;80,292;
SP;3549409;São Joaquim da Barra;1,64;88,865;
SP;3549508;São José da Bela Vista;1,26;81,184;
SP;3549607;São José do Barreiro;0,91;71,445;
SP;3549706;São José do Rio Pardo;1,58;88,941;
SP;3549805;São José do Rio Preto;2,35;91,663;
SP;3549904;São José dos Campos;2,15;92,865;
SP;3549953;São Lourenço da Serra;;77,577;
SP;3550001;São Luís do Paraitinga;0,81;76,397;
SP;3550100;São Manuel;1,5;83,801;
SP;3550209;São Miguel Arcanjo;1,16;82,535;
SP;3550308;São Paulo;3,03;92,473;
SP;3550407;São Pedro;1,53;87,143;
SP;3550506;São Pedro do Turvo;0,66;79,591;
SP;3550605;São Roque;1,64;88,484;
SP;3550704;São Sebastião;1,69;86,315;
SP;3550803;São Sebastião da Grama;1,28;83,356;
SP;3550902;São Simão;1,62;89,699;
SP;3551009;São Vicente;1,73;91,186;
SP;3551108;Sarapuí;0,92;82,678;
SP;3551207;Sarutaiá;0,97;77,761;
SP;3551306;Sebastianópolis do Sul;1,35;77,667;
SP;3551405;Serra Azul;1,08;81,123;
SP;3551504;Serrana;1,45;86,123;
SP;3551603;Serra Negra;1,56;87,03;
SP;3551702;Sertãozinho;1,91;88,234;
SP;3551801;Sete Barras;0,97;79,19;
SP;3551900;Severínia;1,8;80,537;
SP;3552007;Silveiras;0,74;78,366;
SP;3552106;Socorro;1,29;82,937;
SP;3552205;Sorocaba;2,03;92,76;
SP;3552304;Sud Mennucci;1,14;81,499;
SP;3552403;Sumaré;1,32;87,307;
SP;3552502;Suzano;1,54;88,262;
SP;3552551;Suzanápolis;;72,802;
SP;3552601;Tabapuã;1,3;82,151;
SP;3552700;Tabatinga;1,27;82,164;
SP;3552809;Taboão da Serra;1,88;89,833;
SP;3552908;Taciba;0,85;77,737;
SP;3553005;Taguaí;0,87;82,189;
SP;3553104;Taiaçu;1,09;80,874;
SP;3553203;Taiúva;1,53;83,871;
SP;3553302;Tambaú;1,16;87,516;
SP;3553401;Tanabi;1,15;84,318;
SP;3553500;Tapiraí;0,88;78,739;
SP;3553609;Tapiratiba;0,95;84,409;
SP;3553658;Taquaral;;79,549;
SP;3553708;Taquaritinga;1,5;85,496;
SP;3553807;Taquarituba;1,07;81,673;
SP;3553856;Taquarivaí;;77,807;
SP;3553906;Tarabai;0,84;79,396;
SP;3553955;Tarumã;;83,577;
SP;3554003;Tatuí;1,45;89,532;
SP;3554102;Taubaté;1,84;92,6;
SP;3554201;Tejupá;0,52;74,47;
SP;3554300;Teodoro Sampaio;1,17;80,44;
SP;3554409;Terra Roxa;1,16;85,334;
SP;3554508;Tietê;1,82;91,819;
SP;3554607;Timburi;0,63;77,249;
SP;3554656;Torre de Pedra;;81,189;
SP;3554706;Torrinha;1,46;86,257;
SP;3554755;Trabiju;;74,201;
SP;3554805;Tremembé;1,68;90,735;
SP;3554904;Três Fronteiras;0,67;79,878;
SP;3554953;Tuiuti;;80,122;
SP;3555000;Tupã;1,58;86,363;
SP;3555109;Tupi Paulista;1,19;83,672;
SP;3555208;Turiúba;0,95;79,88;
SP;3555307;Turmalina;0,8;79,462;
SP;3555356;Ubarana;;76,748;
SP;3555406;Ubatuba;1,53;87,07;
SP;3555505;Ubirajara;0,73;79,152;
SP;3555604;Uchoa;1,33;80,833;
SP;3555703;União Paulista;0,72;76,973;
SP;3555802;Urânia;0,94;81,072;
SP;3555901;Uru;0,64;83,991;
SP;3556008;Urupês;1,27;84,364;
SP;3556107;Valentim Gentil;1,03;79,986;
SP;3556206;Valinhos;2,2;90,778;
SP;3556305;Valparaíso;1,07;82,952;
SP;3556354;Vargem;;75,783;
SP;3556404;Vargem Grande do Sul;1,38;85,821;
SP;3556453;Vargem Grande Paulista;1,52;88,95;
SP;3556503;Várzea Paulista;1,39;88,818;
SP;3556602;Vera Cruz;1,12;82,117;
SP;3556701;Vinhedo;2,14;90,203;
SP;3556800;Viradouro;1,49;86,437;
SP;3556909;Vista Alegre do Alto;1,65;85,219;
SP;3556958;Vitória Brasil;;78,006;
SP;3557006;Votorantim;1,28;91,433;
SP;3557105;Votuporanga;1,49;87,57;
SP;3557154;Zacarias;;80,735;
SP;3557204;Chavantes;0,95;79,261;
SP;3557303;Estiva Gerbi;;85,847;
SP;3599919;Santo Amaro;;;
TO;1700251;Abreulândia;;62,345;
TO;1700301;Aguiarnópolis;;51,27;
TO;1700350;Aliança do Tocantins;0,54;73,458;
TO;1700400;Almas;0,36;57,373;
TO;1700707;Alvorada;1,15;80,552;
TO;1701002;Ananás;0,4;65,038;
TO;1701051;Angico;;58,252;
TO;1701101;Aparecida do Rio Negro;0,49;72,462;
TO;1701309;Aragominas;;55,057;
TO;1701903;Araguacema;0,47;63,323;
TO;1702000;Araguaçu;0,61;74,013;
TO;1702109;Araguaína;1;78,576;
TO;1702158;Araguanã;;50,985;
TO;1702208;Araguatins;0,37;59,967;
TO;1702307;Arapoema;0,59;63,737;
TO;1702406;Arraias;0,68;56,924;
TO;1702554;Augustinópolis;0,47;57,718;
TO;1702703;Aurora do Tocantins;0,39;64,299;
TO;1702901;Axixá do Tocantins;0,27;46,299;
TO;1703008;Babaçulândia;0,33;60,979;
TO;1703057;Bandeirantes do Tocantins;;49,209;
TO;1703073;Barra do Ouro;;51,035;
TO;1703107;Barrolândia;0,5;64,481;
TO;1703206;Bernardo Sayão;0,4;66,654;
TO;1703305;Bom Jesus do Tocantins;;63,634;
TO;1703602;Brasilândia do Tocantins;;68,334;
TO;1703701;Brejinho de Nazaré;0,44;63,397;
TO;1703800;Buriti do Tocantins;0,31;53,535;
TO;1703826;Cachoeirinha;;56,499;
TO;1703842;Campos Lindos;;39,522;
TO;1703867;Cariri do Tocantins;;66,744;
TO;1703883;Carmolândia;;55,284;
TO;1703891;Carrasco Bonito;;27,215;
TO;1703909;Caseara;0,62;66,957;
TO;1704105;Centenário;;56,754;
TO;1704600;Chapada de Areia;;70,127;
TO;1705102;Chapada da Natividade;;60,081;
TO;1705508;Colinas do Tocantins;0,88;73,043;
TO;1705557;Combinado;0,47;63,819;
TO;1705607;Conceição do Tocantins;0,49;62,334;
TO;1706001;Couto de Magalhães;0,43;61,218;
TO;1706100;Cristalândia;0,76;74,651;
TO;1706258;Crixás do Tocantins;;75,095;
TO;1706506;Darcinópolis;;55,701;
TO;1707009;Dianópolis;0,73;68,017;
TO;1707108;Divinópolis do Tocantins;0,49;66,956;
